order_item_id,order_id,item_id,supplier_id,quantity,fulfilled_quantity,fulfilled_date,customer_id,order_date,order_status,item_status,name,category,unit_price,item_failure_rate,item_restock_weight,name_supplier,category_supplier,supplier_failure_rate,supplier_fulfillment_weight,avg_quantity_on_hand,avg_backlog,stockouts,fulfilled_binary
282,85,23,2,5,5,03/08/2025,32,02/08/2025,fulfilled,Fulfilled,Food,Food,38.79,0.39,2.11,"Moore, Bridges and Donaldson",Food,0.14,1.42,11.75075075,124.3653654,31,1
283,85,28,7,1,1,03/08/2025,32,02/08/2025,fulfilled,Fulfilled,Officer,Food,46.33,0.3,2.98,Bennett Ltd,Food,0.02,1.27,20.32832833,117.3333333,1,1
284,85,21,8,2,2,02/08/2025,32,02/08/2025,fulfilled,Fulfilled,Hard,Medical,31.81,0.24,1.58,Carlson LLC,Medical,0.33,3.32,12.58258258,140.6646647,29,1
285,86,24,6,1,1,03/08/2025,146,02/08/2025,fulfilled,Fulfilled,However,Clothing,24.56,0.23,5.73,Austin Inc,Clothing,0.12,3.08,24.06606607,100.4874875,1,1
286,86,35,1,5,5,04/08/2025,146,02/08/2025,fulfilled,Fulfilled,Bit,Clothing,22.95,0.34,2.3,Perez PLC,Clothing,0.32,0.25,17.60660661,113.4644645,3,1
287,86,44,5,1,1,04/08/2025,146,02/08/2025,fulfilled,Fulfilled,Hand,Electronics,7.73,0.37,4.82,Walsh-Phillips,Electronics,0.22,0.28,25.94394394,107.3273273,0,1
288,86,12,7,2,2,04/08/2025,146,02/08/2025,fulfilled,Fulfilled,Reason,Food,14.88,0.17,4.63,Bennett Ltd,Food,0.02,1.27,21.82182182,114.8738739,6,1
289,87,40,3,5,5,03/08/2025,138,02/08/2025,fulfilled,Fulfilled,Traditional,Medical,14.64,0.07,5.62,Miller-Torres,Medical,0.37,4.09,24.51951952,134.5065065,0,1
290,87,10,5,2,2,03/08/2025,138,02/08/2025,fulfilled,Fulfilled,Consider,Electronics,32.41,0.09,4.4,Walsh-Phillips,Electronics,0.22,0.28,23.77377377,143.4924925,0,1
291,87,18,8,4,4,04/08/2025,138,02/08/2025,fulfilled,Fulfilled,Of,Medical,21.29,0.5,0.92,Carlson LLC,Medical,0.33,3.32,6.78978979,218.4824825,80,1
292,87,6,2,3,3,03/08/2025,138,02/08/2025,fulfilled,Fulfilled,Risk,Food,13.65,0.04,4,"Moore, Bridges and Donaldson",Food,0.14,1.42,22.82382382,131.2392392,4,1
293,87,20,9,2,2,03/08/2025,138,02/08/2025,fulfilled,Fulfilled,Box,Hardware,40.64,0.22,0.47,Greene Ltd,Hardware,0.12,3.58,3.173173173,251.7877878,342,1
294,88,8,3,1,1,02/08/2025,171,02/08/2025,fulfilled,Fulfilled,Occur,Medical,17.51,0.32,2.25,Miller-Torres,Medical,0.37,4.09,18.85585586,132.3273273,0,1
295,88,1,4,4,4,03/08/2025,171,02/08/2025,fulfilled,Fulfilled,Quickly,Hardware,36.42,0.18,1.02,Young PLC,Hardware,0.45,0.61,8.688688689,151.7237237,67,1
296,89,3,6,4,4,04/08/2025,4,02/08/2025,fulfilled,Fulfilled,Throw,Clothing,32.17,0.41,4.41,Austin Inc,Clothing,0.12,3.08,23.48048048,120.4314314,1,1
297,89,31,5,2,2,03/08/2025,4,02/08/2025,fulfilled,Fulfilled,During,Electronics,8.85,0.25,0.51,Walsh-Phillips,Electronics,0.22,0.28,6.142142142,181.1401401,169,1
298,90,50,3,5,5,03/08/2025,120,02/08/2025,fulfilled,Fulfilled,Sell,Medical,26.66,0.43,5.42,Miller-Torres,Medical,0.37,4.09,26.24424424,130.9019019,0,1
299,90,20,9,1,1,03/08/2025,120,02/08/2025,fulfilled,Fulfilled,Box,Hardware,40.64,0.22,0.47,Greene Ltd,Hardware,0.12,3.58,3.173173173,251.7877878,342,1
300,90,21,8,2,2,03/08/2025,120,02/08/2025,fulfilled,Fulfilled,Hard,Medical,31.81,0.24,1.58,Carlson LLC,Medical,0.33,3.32,12.58258258,140.6646647,29,1
301,91,41,7,1,1,03/08/2025,139,02/08/2025,fulfilled,Fulfilled,Ready,Food,30.93,0.13,2.89,Bennett Ltd,Food,0.02,1.27,20.73573574,108.8268268,1,1
302,91,45,10,3,3,03/08/2025,139,02/08/2025,fulfilled,Fulfilled,Paper,Electronics,16.19,0.1,2.75,Walker and Sons,Electronics,0.41,0.14,19.27027027,119.0800801,3,1
303,91,1,4,2,2,03/08/2025,139,02/08/2025,fulfilled,Fulfilled,Quickly,Hardware,36.42,0.18,1.02,Young PLC,Hardware,0.45,0.61,8.688688689,151.7237237,67,1
304,92,7,6,4,4,04/08/2025,198,02/08/2025,fulfilled,Fulfilled,Left,Clothing,49.33,0.43,5.21,Austin Inc,Clothing,0.12,3.08,19.86586587,143.1701702,5,1
305,92,10,5,5,5,03/08/2025,198,02/08/2025,fulfilled,Fulfilled,Consider,Electronics,32.41,0.09,4.4,Walsh-Phillips,Electronics,0.22,0.28,23.77377377,143.4924925,0,1
306,92,11,9,2,2,03/08/2025,198,02/08/2025,fulfilled,Fulfilled,Fast,Hardware,25.8,0.14,5.56,Greene Ltd,Hardware,0.12,3.58,23.02702703,101.5145145,1,1
307,92,29,10,3,3,03/08/2025,198,02/08/2025,fulfilled,Fulfilled,Know,Electronics,46.81,0.44,5.01,Walker and Sons,Electronics,0.41,0.14,25.12412412,129.6886887,0,1
308,92,30,6,3,3,04/08/2025,198,02/08/2025,fulfilled,Fulfilled,Source,Clothing,15.78,0.13,3.45,Austin Inc,Clothing,0.12,3.08,24.01701702,140.3783784,0,1
309,93,46,3,2,2,03/08/2025,176,02/08/2025,fulfilled,Fulfilled,Face,Medical,13.26,0.24,5.26,Miller-Torres,Medical,0.37,4.09,25.09309309,118.3723724,0,1
310,93,45,10,2,2,03/08/2025,176,02/08/2025,fulfilled,Fulfilled,Paper,Electronics,16.19,0.1,2.75,Walker and Sons,Electronics,0.41,0.14,19.27027027,119.0800801,3,1
311,93,39,5,2,2,03/08/2025,176,02/08/2025,fulfilled,Fulfilled,Own,Electronics,43.68,0.04,1.5,Walsh-Phillips,Electronics,0.22,0.28,9.927927928,115.3823824,39,1
312,94,9,6,3,3,03/08/2025,200,02/08/2025,fulfilled,Fulfilled,Various,Clothing,20.99,0.34,4.24,Austin Inc,Clothing,0.12,3.08,23.08508509,98.34334334,2,1
313,94,13,5,5,5,03/08/2025,200,02/08/2025,fulfilled,Fulfilled,Serious,Electronics,15.31,0.03,1.96,Walsh-Phillips,Electronics,0.22,0.28,16.8998999,80.30630631,5,1
314,95,3,6,1,1,02/08/2025,85,02/08/2025,fulfilled,Fulfilled,Throw,Clothing,32.17,0.41,4.41,Austin Inc,Clothing,0.12,3.08,23.48048048,120.4314314,1,1
315,96,45,10,5,5,03/08/2025,187,03/08/2025,fulfilled,Fulfilled,Paper,Electronics,16.19,0.1,2.75,Walker and Sons,Electronics,0.41,0.14,19.27027027,119.0800801,3,1
316,97,15,1,3,3,03/08/2025,82,03/08/2025,fulfilled,Fulfilled,Republican,Clothing,14.57,0.25,5.32,Perez PLC,Clothing,0.32,0.25,25.68668669,106.5085085,0,1
317,97,41,2,2,2,03/08/2025,82,03/08/2025,fulfilled,Fulfilled,Ready,Food,30.93,0.13,2.89,"Moore, Bridges and Donaldson",Food,0.14,1.42,14.86186186,133.2972973,25,1
318,97,37,10,3,3,03/08/2025,82,03/08/2025,fulfilled,Fulfilled,Style,Electronics,31.47,0.12,1.4,Walker and Sons,Electronics,0.41,0.14,13.28828829,115.2632633,11,1
319,97,7,1,1,1,04/08/2025,82,03/08/2025,fulfilled,Fulfilled,Left,Clothing,49.33,0.43,5.21,Perez PLC,Clothing,0.32,0.25,20.78478478,170.4314314,12,1
320,97,32,7,4,4,03/08/2025,82,03/08/2025,fulfilled,Fulfilled,One,Food,39.46,0.07,2.9,Bennett Ltd,Food,0.02,1.27,20.10610611,109.3263263,5,1
321,98,14,6,3,3,03/08/2025,26,03/08/2025,fulfilled,Fulfilled,Civil,Clothing,7.98,0.46,3.45,Austin Inc,Clothing,0.12,3.08,20.37237237,90.08608609,10,1
322,98,13,10,2,2,04/08/2025,26,03/08/2025,fulfilled,Fulfilled,Serious,Electronics,15.31,0.03,1.96,Walker and Sons,Electronics,0.41,0.14,17.34434434,97.03003003,0,1
323,98,27,2,1,1,03/08/2025,26,03/08/2025,fulfilled,Fulfilled,No,Food,13.95,0.19,1.05,"Moore, Bridges and Donaldson",Food,0.14,1.42,9.665665666,130.7347347,30,1
324,99,6,7,4,4,03/08/2025,44,03/08/2025,fulfilled,Fulfilled,Risk,Food,13.65,0.04,4,Bennett Ltd,Food,0.02,1.27,20.94394394,93.6966967,7,1
325,99,31,10,4,4,03/08/2025,44,03/08/2025,fulfilled,Fulfilled,During,Electronics,8.85,0.25,0.51,Walker and Sons,Electronics,0.41,0.14,3.006006006,317.006006,369,1
326,99,8,8,1,1,03/08/2025,44,03/08/2025,fulfilled,Fulfilled,Occur,Medical,17.51,0.32,2.25,Carlson LLC,Medical,0.33,3.32,17.35535536,115.9139139,1,1
327,100,17,2,2,2,03/08/2025,113,03/08/2025,fulfilled,Fulfilled,How,Food,16.82,0.3,5.4,"Moore, Bridges and Donaldson",Food,0.14,1.42,26.15915916,114.5605606,0,1
328,100,15,1,1,1,03/08/2025,113,03/08/2025,fulfilled,Fulfilled,Republican,Clothing,14.57,0.25,5.32,Perez PLC,Clothing,0.32,0.25,25.68668669,106.5085085,0,1
329,100,18,8,5,5,03/08/2025,113,03/08/2025,fulfilled,Fulfilled,Of,Medical,21.29,0.5,0.92,Carlson LLC,Medical,0.33,3.32,6.78978979,218.4824825,80,1
330,100,37,10,5,5,04/08/2025,113,03/08/2025,fulfilled,Fulfilled,Style,Electronics,31.47,0.12,1.4,Walker and Sons,Electronics,0.41,0.14,13.28828829,115.2632633,11,1
331,101,13,5,4,4,03/08/2025,43,03/08/2025,fulfilled,Fulfilled,Serious,Electronics,15.31,0.03,1.96,Walsh-Phillips,Electronics,0.22,0.28,16.8998999,80.30630631,5,1
332,101,9,1,4,4,03/08/2025,43,03/08/2025,fulfilled,Fulfilled,Various,Clothing,20.99,0.34,4.24,Perez PLC,Clothing,0.32,0.25,24.56656657,141.5555556,2,1
333,102,36,7,1,1,03/08/2025,143,03/08/2025,fulfilled,Fulfilled,Always,Food,25.32,0.13,0.48,Bennett Ltd,Food,0.02,1.27,5.623623624,154.1781782,216,1
334,102,21,8,1,1,04/08/2025,143,03/08/2025,fulfilled,Fulfilled,Hard,Medical,31.81,0.24,1.58,Carlson LLC,Medical,0.33,3.32,12.58258258,140.6646647,29,1
335,102,18,8,2,2,03/08/2025,143,03/08/2025,fulfilled,Fulfilled,Of,Medical,21.29,0.5,0.92,Carlson LLC,Medical,0.33,3.32,6.78978979,218.4824825,80,1
336,102,34,4,5,5,04/08/2025,143,03/08/2025,fulfilled,Fulfilled,Usually,Hardware,46.8,0.38,4.17,Young PLC,Hardware,0.45,0.61,24.57757758,122.0750751,0,1
337,103,3,1,1,1,06/08/2025,156,03/08/2025,fulfilled,Fulfilled,Throw,Clothing,32.17,0.41,4.41,Perez PLC,Clothing,0.32,0.25,24.98498498,134.042042,1,1
338,103,26,10,3,3,05/08/2025,156,03/08/2025,fulfilled,Fulfilled,Congress,Electronics,44.17,0.16,3.87,Walker and Sons,Electronics,0.41,0.14,25.17617618,100.6666667,0,1
339,103,22,7,1,1,06/08/2025,156,03/08/2025,fulfilled,Fulfilled,Well,Food,43.74,0.02,4.35,Bennett Ltd,Food,0.02,1.27,21.5015015,124.4054054,6,1
340,103,45,10,3,3,05/08/2025,156,03/08/2025,fulfilled,Fulfilled,Paper,Electronics,16.19,0.1,2.75,Walker and Sons,Electronics,0.41,0.14,19.27027027,119.0800801,3,1
341,104,50,8,5,5,03/08/2025,191,03/08/2025,fulfilled,Fulfilled,Sell,Medical,26.66,0.43,5.42,Carlson LLC,Medical,0.33,3.32,24.2002002,144.4054054,0,1
342,104,21,3,2,2,03/08/2025,191,03/08/2025,fulfilled,Fulfilled,Hard,Medical,31.81,0.24,1.58,Miller-Torres,Medical,0.37,4.09,9.394394394,163.6266266,36,1
343,104,18,8,2,2,03/08/2025,191,03/08/2025,fulfilled,Fulfilled,Of,Medical,21.29,0.5,0.92,Carlson LLC,Medical,0.33,3.32,6.78978979,218.4824825,80,1
344,104,47,10,4,4,03/08/2025,191,03/08/2025,fulfilled,Fulfilled,Now,Electronics,24.94,0.43,3.35,Walker and Sons,Electronics,0.41,0.14,17.0950951,140.2702703,18,1
345,105,16,3,4,4,03/08/2025,52,03/08/2025,fulfilled,Fulfilled,Long,Medical,11.43,0.08,4.5,Miller-Torres,Medical,0.37,4.09,22.64264264,141.2132132,4,1
346,106,15,1,2,2,04/08/2025,147,03/08/2025,fulfilled,Fulfilled,Republican,Clothing,14.57,0.25,5.32,Perez PLC,Clothing,0.32,0.25,25.68668669,106.5085085,0,1
347,106,42,8,4,4,03/08/2025,147,03/08/2025,fulfilled,Fulfilled,There,Medical,13.57,0.06,2.64,Carlson LLC,Medical,0.33,3.32,13.85785786,121.7127127,32,1
348,107,31,5,2,2,03/08/2025,200,03/08/2025,fulfilled,Fulfilled,During,Electronics,8.85,0.25,0.51,Walsh-Phillips,Electronics,0.22,0.28,6.142142142,181.1401401,169,1
349,108,49,5,2,2,04/08/2025,67,03/08/2025,fulfilled,Fulfilled,Court,Electronics,46.69,0.43,1.08,Walsh-Phillips,Electronics,0.22,0.28,13.5985986,143.8708709,15,1
350,108,12,7,2,2,04/08/2025,67,03/08/2025,fulfilled,Fulfilled,Reason,Food,14.88,0.17,4.63,Bennett Ltd,Food,0.02,1.27,21.82182182,114.8738739,6,1
351,108,44,10,4,4,03/08/2025,67,03/08/2025,fulfilled,Fulfilled,Hand,Electronics,7.73,0.37,4.82,Walker and Sons,Electronics,0.41,0.14,23.49049049,109.8748749,1,1
352,108,22,7,3,3,03/08/2025,67,03/08/2025,fulfilled,Fulfilled,Well,Food,43.74,0.02,4.35,Bennett Ltd,Food,0.02,1.27,21.5015015,124.4054054,6,1
353,108,42,8,5,5,04/08/2025,67,03/08/2025,fulfilled,Fulfilled,There,Medical,13.57,0.06,2.64,Carlson LLC,Medical,0.33,3.32,13.85785786,121.7127127,32,1
354,109,27,2,3,3,03/08/2025,52,03/08/2025,fulfilled,Fulfilled,No,Food,13.95,0.19,1.05,"Moore, Bridges and Donaldson",Food,0.14,1.42,9.665665666,130.7347347,30,1
355,109,37,5,1,1,03/08/2025,52,03/08/2025,fulfilled,Fulfilled,Style,Electronics,31.47,0.12,1.4,Walsh-Phillips,Electronics,0.22,0.28,13.36236236,113.951952,5,1
356,109,30,6,3,3,03/08/2025,52,03/08/2025,fulfilled,Fulfilled,Source,Clothing,15.78,0.13,3.45,Austin Inc,Clothing,0.12,3.08,24.01701702,140.3783784,0,1
357,110,47,5,3,3,04/08/2025,137,03/08/2025,fulfilled,Fulfilled,Now,Electronics,24.94,0.43,3.35,Walsh-Phillips,Electronics,0.22,0.28,24.04004004,124.6366366,1,1
358,110,24,1,1,1,04/08/2025,137,03/08/2025,fulfilled,Fulfilled,However,Clothing,24.56,0.23,5.73,Perez PLC,Clothing,0.32,0.25,25.56456456,121.2072072,0,1
359,111,14,1,5,5,04/08/2025,58,03/08/2025,fulfilled,Fulfilled,Civil,Clothing,7.98,0.46,3.45,Perez PLC,Clothing,0.32,0.25,22.58458458,154.1411411,1,1
360,111,47,5,1,1,03/08/2025,58,03/08/2025,fulfilled,Fulfilled,Now,Electronics,24.94,0.43,3.35,Walsh-Phillips,Electronics,0.22,0.28,24.04004004,124.6366366,1,1
361,112,22,7,5,5,03/08/2025,36,03/08/2025,fulfilled,Fulfilled,Well,Food,43.74,0.02,4.35,Bennett Ltd,Food,0.02,1.27,21.5015015,124.4054054,6,1
362,112,23,7,1,1,03/08/2025,36,03/08/2025,fulfilled,Fulfilled,Food,Food,38.79,0.39,2.11,Bennett Ltd,Food,0.02,1.27,12.97297297,136.9399399,21,1
363,113,11,4,4,4,03/08/2025,179,03/08/2025,fulfilled,Fulfilled,Fast,Hardware,25.8,0.14,5.56,Young PLC,Hardware,0.45,0.61,24.16316316,136.5515516,0,1
364,114,1,4,3,3,06/08/2025,67,03/08/2025,fulfilled,Fulfilled,Quickly,Hardware,36.42,0.18,1.02,Young PLC,Hardware,0.45,0.61,8.688688689,151.7237237,67,1
365,114,46,3,4,4,05/08/2025,67,03/08/2025,fulfilled,Fulfilled,Face,Medical,13.26,0.24,5.26,Miller-Torres,Medical,0.37,4.09,25.09309309,118.3723724,0,1
366,114,44,5,4,4,03/08/2025,67,03/08/2025,fulfilled,Fulfilled,Hand,Electronics,7.73,0.37,4.82,Walsh-Phillips,Electronics,0.22,0.28,25.94394394,107.3273273,0,1
367,115,33,7,2,2,03/08/2025,165,03/08/2025,fulfilled,Fulfilled,List,Food,12.43,0.27,3.68,Bennett Ltd,Food,0.02,1.27,22.23023023,130.8398398,1,1
368,115,31,5,4,4,03/08/2025,165,03/08/2025,fulfilled,Fulfilled,During,Electronics,8.85,0.25,0.51,Walsh-Phillips,Electronics,0.22,0.28,6.142142142,181.1401401,169,1
369,116,1,9,3,3,04/08/2025,169,03/08/2025,fulfilled,Fulfilled,Quickly,Hardware,36.42,0.18,1.02,Greene Ltd,Hardware,0.12,3.58,5.096096096,190.5425425,172,1
370,116,22,7,1,1,05/08/2025,169,03/08/2025,fulfilled,Fulfilled,Well,Food,43.74,0.02,4.35,Bennett Ltd,Food,0.02,1.27,21.5015015,124.4054054,6,1
371,117,7,1,1,1,05/08/2025,184,03/08/2025,fulfilled,Fulfilled,Left,Clothing,49.33,0.43,5.21,Perez PLC,Clothing,0.32,0.25,20.78478478,170.4314314,12,1
372,117,17,7,2,2,04/08/2025,184,03/08/2025,fulfilled,Fulfilled,How,Food,16.82,0.3,5.4,Bennett Ltd,Food,0.02,1.27,23.21021021,112.993994,1,1
373,117,40,8,2,2,04/08/2025,184,03/08/2025,fulfilled,Fulfilled,Traditional,Medical,14.64,0.07,5.62,Carlson LLC,Medical,0.33,3.32,25.91891892,119.1801802,0,1
374,117,13,10,1,1,04/08/2025,184,03/08/2025,fulfilled,Fulfilled,Serious,Electronics,15.31,0.03,1.96,Walker and Sons,Electronics,0.41,0.14,17.34434434,97.03003003,0,1
375,118,8,3,4,4,03/08/2025,163,03/08/2025,fulfilled,Fulfilled,Occur,Medical,17.51,0.32,2.25,Miller-Torres,Medical,0.37,4.09,18.85585586,132.3273273,0,1
376,118,50,3,5,5,03/08/2025,163,03/08/2025,fulfilled,Fulfilled,Sell,Medical,26.66,0.43,5.42,Miller-Torres,Medical,0.37,4.09,26.24424424,130.9019019,0,1
377,118,29,5,5,5,04/08/2025,163,03/08/2025,fulfilled,Fulfilled,Know,Electronics,46.81,0.44,5.01,Walsh-Phillips,Electronics,0.22,0.28,21.6046046,139.6786787,8,1
378,118,30,6,5,5,04/08/2025,163,03/08/2025,fulfilled,Fulfilled,Source,Clothing,15.78,0.13,3.45,Austin Inc,Clothing,0.12,3.08,24.01701702,140.3783784,0,1
379,118,43,8,5,5,04/08/2025,163,03/08/2025,fulfilled,Fulfilled,Decision,Medical,23.5,0.43,0.42,Carlson LLC,Medical,0.33,3.32,5.418418418,217.1731732,249,1
380,119,20,4,2,2,04/08/2025,155,03/08/2025,fulfilled,Fulfilled,Box,Hardware,40.64,0.22,0.47,Young PLC,Hardware,0.45,0.61,6.512512513,204.6266266,198,1
381,119,45,5,5,5,04/08/2025,155,03/08/2025,fulfilled,Fulfilled,Paper,Electronics,16.19,0.1,2.75,Walsh-Phillips,Electronics,0.22,0.28,17.01001001,119.3033033,10,1
382,119,36,7,3,3,04/08/2025,155,03/08/2025,fulfilled,Fulfilled,Always,Food,25.32,0.13,0.48,Bennett Ltd,Food,0.02,1.27,5.623623624,154.1781782,216,1
383,119,21,3,2,2,05/08/2025,155,03/08/2025,fulfilled,Fulfilled,Hard,Medical,31.81,0.24,1.58,Miller-Torres,Medical,0.37,4.09,9.394394394,163.6266266,36,1
384,119,46,8,1,1,04/08/2025,155,03/08/2025,fulfilled,Fulfilled,Face,Medical,13.26,0.24,5.26,Carlson LLC,Medical,0.33,3.32,23.31931932,115.1211211,0,1
385,120,40,3,5,5,03/08/2025,116,03/08/2025,fulfilled,Fulfilled,Traditional,Medical,14.64,0.07,5.62,Miller-Torres,Medical,0.37,4.09,24.51951952,134.5065065,0,1
386,121,40,8,2,2,04/08/2025,65,03/08/2025,fulfilled,Fulfilled,Traditional,Medical,14.64,0.07,5.62,Carlson LLC,Medical,0.33,3.32,25.91891892,119.1801802,0,1
387,121,50,8,5,5,04/08/2025,65,03/08/2025,fulfilled,Fulfilled,Sell,Medical,26.66,0.43,5.42,Carlson LLC,Medical,0.33,3.32,24.2002002,144.4054054,0,1
388,122,17,7,4,4,04/08/2025,72,03/08/2025,fulfilled,Fulfilled,How,Food,16.82,0.3,5.4,Bennett Ltd,Food,0.02,1.27,23.21021021,112.993994,1,1
389,122,9,1,1,1,04/08/2025,72,03/08/2025,fulfilled,Fulfilled,Various,Clothing,20.99,0.34,4.24,Perez PLC,Clothing,0.32,0.25,24.56656657,141.5555556,2,1
390,122,11,4,3,3,04/08/2025,72,03/08/2025,fulfilled,Fulfilled,Fast,Hardware,25.8,0.14,5.56,Young PLC,Hardware,0.45,0.61,24.16316316,136.5515516,0,1
391,122,38,5,5,5,04/08/2025,72,03/08/2025,fulfilled,Fulfilled,Agreement,Electronics,36.85,0.04,0.5,Walsh-Phillips,Electronics,0.22,0.28,3.459459459,276.8618619,343,1
392,122,1,9,4,4,04/08/2025,72,03/08/2025,fulfilled,Fulfilled,Quickly,Hardware,36.42,0.18,1.02,Greene Ltd,Hardware,0.12,3.58,5.096096096,190.5425425,172,1
393,123,16,8,4,4,04/08/2025,89,03/08/2025,fulfilled,Fulfilled,Long,Medical,11.43,0.08,4.5,Carlson LLC,Medical,0.33,3.32,20.34234234,141.5995996,8,1
394,123,42,3,4,4,04/08/2025,89,03/08/2025,fulfilled,Fulfilled,There,Medical,13.57,0.06,2.64,Miller-Torres,Medical,0.37,4.09,22.48048048,94.84084084,0,1
395,123,40,8,5,5,05/08/2025,89,03/08/2025,fulfilled,Fulfilled,Traditional,Medical,14.64,0.07,5.62,Carlson LLC,Medical,0.33,3.32,25.91891892,119.1801802,0,1
396,123,3,6,1,1,03/08/2025,89,03/08/2025,fulfilled,Fulfilled,Throw,Clothing,32.17,0.41,4.41,Austin Inc,Clothing,0.12,3.08,23.48048048,120.4314314,1,1
397,124,3,1,2,2,04/08/2025,184,03/08/2025,fulfilled,Fulfilled,Throw,Clothing,32.17,0.41,4.41,Perez PLC,Clothing,0.32,0.25,24.98498498,134.042042,1,1
398,124,6,7,5,5,04/08/2025,184,03/08/2025,fulfilled,Fulfilled,Risk,Food,13.65,0.04,4,Bennett Ltd,Food,0.02,1.27,20.94394394,93.6966967,7,1
399,124,5,1,5,5,04/08/2025,184,03/08/2025,fulfilled,Fulfilled,Party,Clothing,42.32,0.31,5.18,Perez PLC,Clothing,0.32,0.25,25.07907908,149.6746747,1,1
400,125,5,1,3,3,06/08/2025,185,03/08/2025,fulfilled,Fulfilled,Party,Clothing,42.32,0.31,5.18,Perez PLC,Clothing,0.32,0.25,25.07907908,149.6746747,1,1
401,125,49,5,3,3,07/08/2025,185,03/08/2025,fulfilled,Fulfilled,Court,Electronics,46.69,0.43,1.08,Walsh-Phillips,Electronics,0.22,0.28,13.5985986,143.8708709,15,1
402,125,48,10,5,5,04/08/2025,185,03/08/2025,fulfilled,Fulfilled,Agent,Electronics,34.35,0.27,0.19,Walker and Sons,Electronics,0.41,0.14,0.332332332,884.9449449,851,1
403,125,38,5,3,3,05/08/2025,185,03/08/2025,fulfilled,Fulfilled,Agreement,Electronics,36.85,0.04,0.5,Walsh-Phillips,Electronics,0.22,0.28,3.459459459,276.8618619,343,1
404,125,3,6,4,4,04/08/2025,185,03/08/2025,fulfilled,Fulfilled,Throw,Clothing,32.17,0.41,4.41,Austin Inc,Clothing,0.12,3.08,23.48048048,120.4314314,1,1
405,126,19,8,1,1,07/08/2025,101,03/08/2025,fulfilled,Fulfilled,Manage,Medical,9.09,0.03,0.75,Carlson LLC,Medical,0.33,3.32,6.943943944,155.8548549,108,1
406,126,41,2,1,1,03/08/2025,101,03/08/2025,fulfilled,Fulfilled,Ready,Food,30.93,0.13,2.89,"Moore, Bridges and Donaldson",Food,0.14,1.42,14.86186186,133.2972973,25,1
407,126,10,5,1,1,04/08/2025,101,03/08/2025,fulfilled,Fulfilled,Consider,Electronics,32.41,0.09,4.4,Walsh-Phillips,Electronics,0.22,0.28,23.77377377,143.4924925,0,1
408,126,20,9,5,5,05/08/2025,101,03/08/2025,fulfilled,Fulfilled,Box,Hardware,40.64,0.22,0.47,Greene Ltd,Hardware,0.12,3.58,3.173173173,251.7877878,342,1
409,126,44,5,3,3,05/08/2025,101,03/08/2025,fulfilled,Fulfilled,Hand,Electronics,7.73,0.37,4.82,Walsh-Phillips,Electronics,0.22,0.28,25.94394394,107.3273273,0,1
410,127,40,3,1,1,03/08/2025,48,03/08/2025,fulfilled,Fulfilled,Traditional,Medical,14.64,0.07,5.62,Miller-Torres,Medical,0.37,4.09,24.51951952,134.5065065,0,1
411,127,17,2,5,5,03/08/2025,48,03/08/2025,fulfilled,Fulfilled,How,Food,16.82,0.3,5.4,"Moore, Bridges and Donaldson",Food,0.14,1.42,26.15915916,114.5605606,0,1
412,128,13,10,4,4,03/08/2025,159,03/08/2025,fulfilled,Fulfilled,Serious,Electronics,15.31,0.03,1.96,Walker and Sons,Electronics,0.41,0.14,17.34434434,97.03003003,0,1
413,129,15,6,3,3,03/08/2025,81,03/08/2025,fulfilled,Fulfilled,Republican,Clothing,14.57,0.25,5.32,Austin Inc,Clothing,0.12,3.08,22.28528529,110.8408408,2,1
414,129,46,8,2,2,04/08/2025,81,03/08/2025,fulfilled,Fulfilled,Face,Medical,13.26,0.24,5.26,Carlson LLC,Medical,0.33,3.32,23.31931932,115.1211211,0,1
415,130,18,3,5,5,04/08/2025,156,03/08/2025,fulfilled,Fulfilled,Of,Medical,21.29,0.5,0.92,Miller-Torres,Medical,0.37,4.09,4.995995996,193.5415415,174,1
416,131,48,5,4,4,06/08/2025,134,03/08/2025,fulfilled,Fulfilled,Agent,Electronics,34.35,0.27,0.19,Walsh-Phillips,Electronics,0.22,0.28,0.367367367,722.5815816,843,1
417,131,17,7,3,3,04/08/2025,134,03/08/2025,fulfilled,Fulfilled,How,Food,16.82,0.3,5.4,Bennett Ltd,Food,0.02,1.27,23.21021021,112.993994,1,1
418,131,38,5,5,5,04/08/2025,134,03/08/2025,fulfilled,Fulfilled,Agreement,Electronics,36.85,0.04,0.5,Walsh-Phillips,Electronics,0.22,0.28,3.459459459,276.8618619,343,1
419,132,37,5,2,2,05/08/2025,12,03/08/2025,fulfilled,Fulfilled,Style,Electronics,31.47,0.12,1.4,Walsh-Phillips,Electronics,0.22,0.28,13.36236236,113.951952,5,1
420,132,38,5,5,5,04/08/2025,12,03/08/2025,fulfilled,Fulfilled,Agreement,Electronics,36.85,0.04,0.5,Walsh-Phillips,Electronics,0.22,0.28,3.459459459,276.8618619,343,1
421,133,34,4,3,3,04/08/2025,67,03/08/2025,fulfilled,Fulfilled,Usually,Hardware,46.8,0.38,4.17,Young PLC,Hardware,0.45,0.61,24.57757758,122.0750751,0,1
422,133,26,5,2,2,04/08/2025,67,03/08/2025,fulfilled,Fulfilled,Congress,Electronics,44.17,0.16,3.87,Walsh-Phillips,Electronics,0.22,0.28,24.73173173,121.4834835,1,1
